,endTime,artistName,trackName,msPlayed,UniqueID,InLibrary,album,track_uri
34,2022-05-21 13:52,Red Velvet,WILDSIDE,81383,Red Velvet:WILDSIDE,1,Bloom,4RmEqYXrb89Mlwzm2p6Wyd
35,2022-05-22 00:43,Kim Kyung Hee,And I'm here,0,Kim Kyung Hee:And I'm here,0,,
36,2022-05-22 00:43,HEIZE,You're Cold,13554,HEIZE:You're Cold,1,"It's Okay to Not Be Okay (Original Television Soundtrack), Pt.1",5sVeJMHMfCWf2H6g66KQXz
37,2022-05-22 00:43,Lee Chang Min,Moment,1325,Lee Chang Min:Moment,0,,
38,2022-05-22 00:43,LeeHi,My Love,0,LeeHi:My Love,1,,
39,2022-05-22 00:43,SHOWNU (MONSTA X),I′ll Be There,0,SHOWNU (MONSTA X):I′ll Be There,0,,
40,2022-05-22 00:43,TAEYEON,그대라는 시,209482,TAEYEON:그대라는 시,0,,
41,2022-05-22 00:43,DAVICHI,This Love,370,DAVICHI:This Love,0,,
42,2022-05-22 00:47,WENDY,What If Love,219631,WENDY:What If Love,1,Touch your heart OST Part.3,0cp40X5n65SX6flh0ZcDPW
43,2022-05-22 00:51,Kim Tae Sung,We All Lie - Orchestra Version,15450,Kim Tae Sung:We All Lie - Orchestra Version,1,SKY Castle (Original Television Soundtrack),5DkbhhLVJIpUXgp1S4mSv7
44,2022-05-22 00:51,WENDY,Don’t Push Me (Ballad Ver.),204916,WENDY:Don’t Push Me (Ballad Ver.),0,,
45,2022-05-22 00:55,HEIZE,내 맘을 볼 수 있나요,225785,HEIZE:내 맘을 볼 수 있나요,0,,
46,2022-05-22 00:58,Crush,Beautiful,227625,Crush:Beautiful,1,"Guardian (Original Television Soundtrack), Pt. 4",6mzF8HvHdVrzJNd8M1uFCS
47,2022-05-22 01:02,Shin Yong Jae,Feel You,208372,Shin Yong Jae:Feel You,1,Flower of Evil (Original Television Soundtrack),4x4gSKyHKmtmPwLfhkszYn
48,2022-05-22 01:06,Epik High,Can You Hear My Heart,248198,Epik High:Can You Hear My Heart,0,,
49,2022-05-22 01:08,Parc Jae Jung,Ice Doll,96554,Parc Jae Jung:Ice Doll,0,,
50,2022-05-22 01:11,WENDY,Return,228275,WENDY:Return,0,,
51,2022-05-22 01:12,Han Hee Jung,Dream,27224,Han Hee Jung:Dream,0,,
52,2022-05-22 01:13,Kim Na Young,Maze’,51402,Kim Na Young:Maze’,0,,
53,2022-05-22 01:16,WABLE,Violet Fragrance,223027,WABLE:Violet Fragrance,0,,
54,2022-05-22 01:18,JEONG EUN JI,You're My Garden,115759,JEONG EUN JI:You're My Garden,0,,
55,2022-05-22 01:22,Kassy,Dreaming,197067,Kassy:Dreaming,0,,
56,2022-05-22 02:16,DAVICHI,This Love,135272,DAVICHI:This Love,0,,
57,2022-05-22 03:55,Conan Gray,Astronomy,243907,Conan Gray:Astronomy,1,Astronomy,0KmgJyW4GDgonqsoyx0CZ3
58,2022-05-22 03:58,Justin Bieber,Hailey,193354,Justin Bieber:Hailey,0,,
59,2022-05-22 04:02,Pritam,Shayad,247941,Pritam:Shayad,0,,
60,2022-05-22 04:06,The Rose,I.L.Y.,213217,The Rose:I.L.Y.,1,Void,5MkZkFLnUrsMrVKQwqv5zV
61,2022-05-22 04:09,Shawn Mendes,It'll Be Okay,222800,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
62,2022-05-22 04:14,ONE OK ROCK,Wherever you are,295600,ONE OK ROCK:Wherever you are,1,Niche Syndrome,0YAMQSmHk6BSUGTYpaoqTJ
63,2022-05-22 04:17,Clinton Kane,i don't want to watch the world end with someone else,184505,Clinton Kane:i don't want to watch the world end with someone else,1,i don't want to watch the world end with someone else,58qX77t2VWMWcycsh9zKLc
64,2022-05-22 04:39,PENTAGON,Daisy,15574,PENTAGON:Daisy,1,WE:TH,14pjnaIqkpReO5D0tHofAS
65,2022-05-22 06:28,DAY6,I Smile,2835,DAY6:I Smile,0,,
66,2022-05-22 06:28,Shawn Mendes,It'll Be Okay,514,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
67,2022-05-22 06:28,PENTAGON,Daisy,413,PENTAGON:Daisy,1,WE:TH,14pjnaIqkpReO5D0tHofAS
68,2022-05-22 06:28,SEVENTEEN,Habit,4921,SEVENTEEN:Habit,1,SEVENTEEN 4th Mini Album ‘Al1’,0ePDb0b1tMQlqP9u58pmcg
69,2022-05-22 06:31,Charlie Puth,That's Hilarious,180351,Charlie Puth:That's Hilarious,0,,
70,2022-05-22 06:33,DAY6,Afraid,118455,DAY6:Afraid,1,The Book of Us : The Demon,4IIzisEAQJ0pDkvHChn9O4
71,2022-05-22 06:35,Charlie Puth,That's Hilarious,146855,Charlie Puth:That's Hilarious,0,,
72,2022-05-22 06:36,DAY6,Afraid,3178,DAY6:Afraid,1,The Book of Us : The Demon,4IIzisEAQJ0pDkvHChn9O4
73,2022-05-22 06:39,Far Caspian,A Dream of You,216275,Far Caspian:A Dream of You,0,,
74,2022-05-22 06:39,Far Caspian,A Dream of You,2344,Far Caspian:A Dream of You,0,,
75,2022-05-22 06:39,DAY6,Afraid,166,DAY6:Afraid,1,The Book of Us : The Demon,4IIzisEAQJ0pDkvHChn9O4
76,2022-05-22 06:39,DAY6,Afraid,120,DAY6:Afraid,1,The Book of Us : The Demon,4IIzisEAQJ0pDkvHChn9O4
77,2022-05-22 06:39,Charlie Puth,That's Hilarious,2995,Charlie Puth:That's Hilarious,0,,
78,2022-05-22 06:43,Pritam,Shayad,247941,Pritam:Shayad,0,,
79,2022-05-22 06:47,Red Velvet,So Good,206944,Red Velvet:So Good,1,RBB - The 5th Mini Album,0W9HGC75wwxU4YweY045ln
80,2022-05-22 06:51,Troye Sivan,Angel Baby,220779,Troye Sivan:Angel Baby,0,,
81,2022-05-22 06:54,DAY6,Goodbye winter,187320,DAY6:Goodbye winter,1,SUNRISE,6cf0GCjuqAwlfFDrNLlhtw
82,2022-05-22 06:57,SEVENTEEN,Lie Again,200413,SEVENTEEN:Lie Again,1,An Ode,3LUwHkWsx9iljzZyqwWBHc
83,2022-05-22 07:01,The Rose,She′s In The Rain,237576,The Rose:She′s In The Rain,0,,
84,2022-05-22 07:04,Young K,want to love you,207126,Young K:want to love you,0,,
85,2022-05-22 07:09,BIGBANG,LAST DANCE,279655,BIGBANG:LAST DANCE,1,MADE,73szhI6oOawKlv6AxgHIS8
86,2022-05-22 07:12,Justin Bieber,Ghost,153190,Justin Bieber:Ghost,1,,
87,2022-05-22 07:16,D.O.,It's Love,237120,D.O.:It's Love,0,,
88,2022-05-22 07:19,Lauv,All 4 Nothing (I'm So In Love),182506,Lauv:All 4 Nothing (I'm So In Love),1,All 4 Nothing (I'm So In Love),21AziTMaZwcLflGMAj85o5
89,2022-05-22 07:56,DAY6,I Smile,2768,DAY6:I Smile,0,,
90,2022-05-22 07:56,ONEWE,Regulus,993,ONEWE:Regulus,1,ONE,0FzaqX9OwVj9HMgaWwQOat
91,2022-05-22 07:56,Clinton Kane,i don't want to watch the world end with someone else,12228,Clinton Kane:i don't want to watch the world end with someone else,1,i don't want to watch the world end with someone else,58qX77t2VWMWcycsh9zKLc
92,2022-05-22 08:06,Young K,want to love you,44520,Young K:want to love you,0,,
93,2022-05-22 08:20,Charlie Puth,That's Hilarious,24200,Charlie Puth:That's Hilarious,0,,
94,2022-05-22 08:52,Charlie Puth,That's Hilarious,146855,Charlie Puth:That's Hilarious,0,,
95,2022-05-22 08:56,Far Caspian,A Dream of You,258000,Far Caspian:A Dream of You,0,,
96,2022-05-22 08:59,SEVENTEEN,Lie Again,200413,SEVENTEEN:Lie Again,1,An Ode,3LUwHkWsx9iljzZyqwWBHc
97,2022-05-22 09:13,DAY6,Afraid,78231,DAY6:Afraid,1,The Book of Us : The Demon,4IIzisEAQJ0pDkvHChn9O4
98,2022-05-22 12:19,Charlie Puth,That's Hilarious,150583,Charlie Puth:That's Hilarious,0,,
99,2022-05-22 12:19,Paloma Faith,Only Love Can Hurt Like This,2015,Paloma Faith:Only Love Can Hurt Like This,1,A Perfect Contradiction,62ke5zFUJN6RvtXZgVH0F8
100,2022-05-22 12:22,Charlie Puth,That's Hilarious,146855,Charlie Puth:That's Hilarious,0,,
101,2022-05-22 12:24,Young K,want to love you,15210,Young K:want to love you,0,,
102,2022-05-22 12:24,Paloma Faith,Only Love Can Hurt Like This,137982,Paloma Faith:Only Love Can Hurt Like This,1,A Perfect Contradiction,62ke5zFUJN6RvtXZgVH0F8
103,2022-05-22 12:26,MONSTA X,Find you,121347,MONSTA X:Find you,0,,
104,2022-05-22 12:29,Lauv,All 4 Nothing (I'm So In Love),182506,Lauv:All 4 Nothing (I'm So In Love),1,All 4 Nothing (I'm So In Love),21AziTMaZwcLflGMAj85o5
105,2022-05-22 12:33,Young K,want to love you,17124,Young K:want to love you,0,,
106,2022-05-22 12:33,ONEWE,Regulus,222706,ONEWE:Regulus,1,ONE,0FzaqX9OwVj9HMgaWwQOat
107,2022-05-22 12:33,Paloma Faith,Only Love Can Hurt Like This,4121,Paloma Faith:Only Love Can Hurt Like This,1,A Perfect Contradiction,62ke5zFUJN6RvtXZgVH0F8
108,2022-05-22 12:37,Troye Sivan,Angel Baby,220779,Troye Sivan:Angel Baby,0,,
109,2022-05-22 12:42,BIGBANG,LAST DANCE,279655,BIGBANG:LAST DANCE,1,MADE,73szhI6oOawKlv6AxgHIS8
110,2022-05-22 12:45,Far Caspian,A Dream of You,3262,Far Caspian:A Dream of You,0,,
111,2022-05-22 12:45,Red Velvet,So Good,206944,Red Velvet:So Good,1,RBB - The 5th Mini Album,0W9HGC75wwxU4YweY045ln
112,2022-05-22 12:46,The Rose,She′s In The Rain,18171,The Rose:She′s In The Rain,0,,
113,2022-05-22 12:50,The Weeknd,Die For You,260253,The Weeknd:Die For You,0,,
114,2022-05-22 12:53,Tove Lo,Cool Girl,199179,Tove Lo:Cool Girl,0,,
115,2022-05-22 12:58,Carly Rae Jepsen,Run Away With Me,251320,Carly Rae Jepsen:Run Away With Me,0,,
116,2022-05-22 13:01,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013,The Weeknd:Save Your Tears (with Ariana Grande) (Remix),0,,
117,2022-05-22 13:05,WayV,Love Talk - English Version,232150,WayV:Love Talk - English Version,1,Love Talk,2e3cJdJ8xWwydl8JIYlCqB
118,2022-05-22 13:08,Enrique Iglesias,Finally Found You,1901,Enrique Iglesias:Finally Found You,1,SEX AND LOVE,6IG7m4GoppVTn9LcuVkEbe
119,2022-05-22 13:08,Chase Atlantic,Numb to the Feeling,6133,Chase Atlantic:Numb to the Feeling,0,,
120,2022-05-22 13:08,Dua Lipa,Physical,1505,Dua Lipa:Physical,1,Future Nostalgia,3AzjcOeAmA57TIOr9zF1ZW
121,2022-05-22 13:08,Charlie Puth,Light Switch,185680,Charlie Puth:Light Switch,0,,
122,2022-05-22 13:09,Chase Atlantic,Swim,28273,Chase Atlantic:Swim,0,,
123,2022-05-22 13:13,Kendrick Lamar,We Cry Together,26247,Kendrick Lamar:We Cry Together,0,,
124,2022-05-22 13:13,Kendrick Lamar,United In Grief,237291,Kendrick Lamar:United In Grief,0,,
125,2022-05-22 13:17,Harry Styles,Matilda,246015,Harry Styles:Matilda,0,,
126,2022-05-22 13:46,Harry Styles,Love Of My Life,71284,Harry Styles:Love Of My Life,0,,
127,2022-05-22 13:50,Harry Styles,Matilda,560,Harry Styles:Matilda,0,,
128,2022-05-22 13:53,D.O.,I'm Fine,0,D.O.:I'm Fine,1,공감 (Empathy) - The 1st Mini Album,5u6CQi2rgD1EyiztQnrrwY
129,2022-05-22 13:53,Mitski,First Love/Late Spring,190353,Mitski:First Love/Late Spring,0,,
130,2022-05-22 13:58,BTS,Your eyes tell,245146,BTS:Your eyes tell,0,,
131,2022-05-22 14:02,AKMU,"How can I love the heartbreak, you're the one I love",5410,"AKMU:How can I love the heartbreak, you're the one I love",0,,
132,2022-05-22 14:02,SEVENTEEN,Smile Flower,232394,SEVENTEEN:Smile Flower,1,Seventeen 3rd Mini Album ’Going Seventeen’,054sQZ2qmw0Ya7N0XSxl3j
133,2022-05-22 14:06,JOONIL JUNG,Hug Me,274881,JOONIL JUNG:Hug Me,1,Lo9ve3r4s,1dAN9YSEram61KezA9X8lx
134,2022-05-22 14:10,HENRY,It's You,231665,HENRY:It's You,1,While You Were Sleeping (Original Television Soundtrack),2Ht9zRNnww8cE0KrEihtMl
135,2022-05-22 14:10,HENRY,It's You,231665,HENRY:It's You,1,당신이 잠든 사이에 Pt. 2 Original Television Soundtrack,3hm4axDodp2jFEDohQfXxV
136,2022-05-22 14:15,BIGBANG,LAST DANCE,279655,BIGBANG:LAST DANCE,1,MADE,73szhI6oOawKlv6AxgHIS8
137,2022-05-22 14:17,Sam Kim,Breath,44720,Sam Kim:Breath,0,,
138,2022-05-22 14:20,LeeHi,HOLO,1080,LeeHi:HOLO,1,HOLO,7Acvy2L38SCipAeMPOK8Ro
139,2022-05-22 14:20,SOYOU,I Miss You,960,SOYOU:I Miss You,1,"Guardian (Original Television Soundtrack), Pt. 7",3SfbB0Y3saMIQnNctxMVhj
140,2022-05-22 14:20,D-LITE,Baby Don't Cry,1983,D-LITE:Baby Don't Cry,1,BIGBANG Special Edition,2xi3O5Z1sApFoIjbskYfcD
141,2022-05-22 14:20,Hwa Sa,Intro : Nobody else,985,Hwa Sa:Intro : Nobody else,1,María,62t9gVvP1lDWgMI8hi0L9A
142,2022-05-22 14:20,DAY6,Colors,1341,DAY6:Colors,1,The Day,49rRoH4DZcUlbeBQlDgN8c
143,2022-05-22 14:56,Roy Kim,Only Then,199280,Roy Kim:Only Then,1,Only Then,7mFigNlS2dsKMhcmJyfpeg
144,2022-05-22 15:03,Bruno Mars,Leave The Door Open,242096,Bruno Mars:Leave The Door Open,0,,
145,2022-05-22 15:06,5 Seconds of Summer,Jet Black Heart,221715,5 Seconds of Summer:Jet Black Heart,1,Sounds Good Feels Good,6U0D8PIh75fnX6T6TWJLxl
146,2022-05-22 15:09,Lauv,All 4 Nothing (I'm So In Love),182506,Lauv:All 4 Nothing (I'm So In Love),1,All 4 Nothing (I'm So In Love),21AziTMaZwcLflGMAj85o5
147,2022-05-22 15:13,Iggy Azalea,Black Widow,209423,Iggy Azalea:Black Widow,0,,
148,2022-05-22 15:16,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),178994,Shawn Mendes:Monster (Shawn Mendes & Justin Bieber),1,Monster,2Z8yfpFX0ZMavHkcIeHiO1
149,2022-05-22 15:16,Demi Lovato,Heart Attack,3969,Demi Lovato:Heart Attack,0,,
150,2022-05-22 15:19,5 Seconds of Summer,Youngblood,4397,5 Seconds of Summer:Youngblood,0,,
151,2022-05-22 15:19,Charlie Puth,Cheating on You,196606,Charlie Puth:Cheating on You,1,Cheating on You,0ClPIeT6MSgfSgQ9ZrJbAq
152,2022-05-22 15:23,Carly Rae Jepsen,Your Type,199761,Carly Rae Jepsen:Your Type,0,,
153,2022-05-22 15:26,One Direction,Last First Kiss,203546,One Direction:Last First Kiss,0,,
154,2022-05-22 15:28,Destiny Rogers,Tomboy,1355,Destiny Rogers:Tomboy,0,,
155,2022-05-22 15:28,Halsey,You should be sad,106876,Halsey:You should be sad,1,Manic,7lidXGPXPYLNThITAOTlkK
156,2022-05-22 15:31,5 Seconds of Summer,Teeth,204887,5 Seconds of Summer:Teeth,1,13 Reasons Why,26wLOs3ZuHJa2Ihhx6QIE6
157,2022-05-22 15:31,Justin Bieber,The Feeling,6360,Justin Bieber:The Feeling,1,,
158,2022-05-22 15:35,Troye Sivan,Angel Baby,220779,Troye Sivan:Angel Baby,0,,
159,2022-05-22 15:38,Justin Timberlake,Mirrors,137291,Justin Timberlake:Mirrors,0,,
160,2022-05-22 15:38,Backstreet Boys,No Place,1365,Backstreet Boys:No Place,1,DNA,4sHjA9mrxPE5J58LkJyPDO
161,2022-05-22 15:40,Justin Bieber,Off My Face,156467,Justin Bieber:Off My Face,0,,
162,2022-05-22 15:44,Demi Lovato,Shouldn't Come Back,229761,Demi Lovato:Shouldn't Come Back,1,Demi,7d5knRwvDacedst6IVu5fN
163,2022-05-22 15:47,Selena Gomez,Lose You To Love Me,206458,Selena Gomez:Lose You To Love Me,1,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5
164,2022-05-22 16:00,Alessia Cara,Scars To Your Beautiful,77315,Alessia Cara:Scars To Your Beautiful,0,,
165,2022-05-22 18:18,Charlie Puth,That's Hilarious,146855,Charlie Puth:That's Hilarious,0,,
166,2022-05-22 18:28,ONE OK ROCK,Wherever you are,6324,ONE OK ROCK:Wherever you are,1,Niche Syndrome,0YAMQSmHk6BSUGTYpaoqTJ
167,2022-05-23 07:02,Far Caspian,A Dream of You,20803,Far Caspian:A Dream of You,0,,
168,2022-05-23 07:02,Clinton Kane,i don't want to watch the world end with someone else,1472,Clinton Kane:i don't want to watch the world end with someone else,1,i don't want to watch the world end with someone else,58qX77t2VWMWcycsh9zKLc
169,2022-05-23 07:02,Charlie Puth,That's Hilarious,146855,Charlie Puth:That's Hilarious,0,,
170,2022-05-23 07:07,ONE OK ROCK,Wherever you are,295600,ONE OK ROCK:Wherever you are,1,Niche Syndrome,0YAMQSmHk6BSUGTYpaoqTJ
171,2022-05-23 07:09,DAY6,Afraid,62847,DAY6:Afraid,1,The Book of Us : The Demon,4IIzisEAQJ0pDkvHChn9O4
172,2022-05-23 07:12,MONSTA X,Find you,7380,MONSTA X:Find you,0,,
173,2022-05-23 07:12,Stephen Sanchez,Until I Found You - Piano Version,184895,Stephen Sanchez:Until I Found You - Piano Version,1,Until I Found You,06vNG6CiV4k8oNA0wUUAO7
174,2022-05-23 07:16,Taylor Swift,This Love (Taylor’s Version),250100,Taylor Swift:This Love (Taylor’s Version),1,This Love (Taylor’s Version),4d1CG5ei1E2vGbvmgf5KKv
175,2022-05-23 07:20,Shawn Mendes,It'll Be Okay,222800,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
176,2022-05-23 07:35,Paloma Faith,Only Love Can Hurt Like This,193069,Paloma Faith:Only Love Can Hurt Like This,1,A Perfect Contradiction,62ke5zFUJN6RvtXZgVH0F8
177,2022-05-23 07:42,Ariana Grande,"break up with your girlfriend, i'm bored",191172,"Ariana Grande:break up with your girlfriend, i'm bored",0,,
178,2022-05-23 08:05,LE SSERAFIM,FEARLESS,47749,LE SSERAFIM:FEARLESS,0,,
179,2022-05-23 08:09,Lauv,All 4 Nothing (I'm So In Love),182506,Lauv:All 4 Nothing (I'm So In Love),1,All 4 Nothing (I'm So In Love),21AziTMaZwcLflGMAj85o5
180,2022-05-23 08:14,EVERGLOW,NO GOOD REASON,216154,EVERGLOW:NO GOOD REASON,1,-77.82x-78.29,0hZs9kWnaewkXEufPYjbvf
181,2022-05-23 08:17,Enrique Iglesias,Do You Know? (The Ping Pong Song),218105,Enrique Iglesias:Do You Know? (The Ping Pong Song),1,Insomniac,4MloswMM3eu7dHZ7MOzW3i
182,2022-05-23 08:19,Landon Austin,Rock Bottom / Let It Go / Colors (Acoustic Mashup) [feat. Kaya May],91047,Landon Austin:Rock Bottom / Let It Go / Colors (Acoustic Mashup) [feat. Kaya May],1,Covers: Six,4bhF4bDDKQuU5suV2EpQVH
183,2022-05-23 08:22,Why Don't We,Love Back (Stripped Back),177366,Why Don't We:Love Back (Stripped Back),1,Love Back (Stripped Back),3ZqTMZf7hdBRCpvu3xwi3Q
184,2022-05-23 08:24,Halsey,Walls Could Talk,101789,Halsey:Walls Could Talk,1,hopeless fountain kingdom,5ln5yQdUywVbf8HhFsOcd6
185,2022-05-23 08:28,BTOB,Killing Me,214529,BTOB:Killing Me,1,Remember that,6vKFInjkDGKAKUrbaVDFuN
186,2022-05-23 08:41,Red Velvet,Peek-A-Boo,166361,Red Velvet:Peek-A-Boo,1,Perfect Velvet - The 2nd Album,42tFTth2jcF7iSo0RBjfJF
187,2022-05-23 09:58,Frawley,"If I Don't Laugh, I'll Cry",121200,"Frawley:If I Don't Laugh, I'll Cry",0,,
188,2022-05-24 06:26,Ariana Grande,"break up with your girlfriend, i'm bored",97947,"Ariana Grande:break up with your girlfriend, i'm bored",0,,
189,2022-05-24 07:58,BE'O,Counting Stars (Feat. Beenzino),151324,BE'O:Counting Stars (Feat. Beenzino),0,,
190,2022-05-24 08:02,TAEYEON,INVU,204973,TAEYEON:INVU,0,,
191,2022-05-24 08:03,A.R. Rahman,Jashn-E-Bahaaraa,893,A.R. Rahman:Jashn-E-Bahaaraa,0,,
192,2022-05-24 08:03,MARK,Child,1865,MARK:Child,1,Child - SM STATION : NCT LAB,5HaYRuf3zAfCb8RSO9LLea
193,2022-05-24 08:03,GOT the beat,Step Back,11018,GOT the beat:Step Back,1,Step Back,3LCwQoTrdQgHsGJE5gGVqx
194,2022-05-24 08:03,Adam Christopher,Iris - Acoustic,1260,Adam Christopher:Iris - Acoustic,0,,
195,2022-05-24 08:03,Forest Blakk,If You Love Her,810,Forest Blakk:If You Love Her,1,If You Love Her,727Z2S2mtNH46CbP9EWPwY
196,2022-05-24 08:04,Leah Nobel,"Beginning Middle End - Always and Forever Mix)(From The Netflix Film ""To All The Boys: Always and Forever""",17760,"Leah Nobel:Beginning Middle End - Always and Forever Mix)(From The Netflix Film ""To All The Boys: Always and Forever""",0,,
197,2022-05-24 08:08,Shawn Mendes,It'll Be Okay,222800,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
198,2022-05-24 08:21,EVERGLOW,FIRST,123760,EVERGLOW:FIRST,1,Last Melody,021L6LlBBtr34BmFRHd9Ic
199,2022-05-24 09:58,Ariana Grande,"break up with your girlfriend, i'm bored",118299,"Ariana Grande:break up with your girlfriend, i'm bored",0,,
200,2022-05-24 11:16,Ariana Grande,"break up with your girlfriend, i'm bored",10087,"Ariana Grande:break up with your girlfriend, i'm bored",0,,
201,2022-05-24 14:36,WABLE,Violet Fragrance,207000,WABLE:Violet Fragrance,0,,
202,2022-05-25 08:44,Shawn Mendes,It'll Be Okay,114024,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
203,2022-05-26 08:10,Shawn Mendes,It'll Be Okay,222800,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
204,2022-05-26 08:11,Evanescence,Bring Me To Life,3171,Evanescence:Bring Me To Life,1,Fallen,0COqiPhxzoWICwFCS4eZcp
205,2022-05-26 08:11,Red Velvet,Peek-A-Boo,722,Red Velvet:Peek-A-Boo,1,Perfect Velvet - The 2nd Album,42tFTth2jcF7iSo0RBjfJF
206,2022-05-26 08:11,Dennis Lloyd,Unfaithful,0,Dennis Lloyd:Unfaithful,1,Unfaithful,0koVWDcbAH9dJXOsOcaohF
207,2022-05-26 08:12,Red Velvet,Peek-A-Boo,5840,Red Velvet:Peek-A-Boo,1,Perfect Velvet - The 2nd Album,42tFTth2jcF7iSo0RBjfJF
